0.0 0
0.1 17
0.2 14
0.30000000000000004 -1
0.4 -7
0.5 -9
0.6 -4
0.7 0
0.7999999999999999 1
0.8999999999999999 1
0.9999999999999999 1
1.0999999999999999 -1
1.2 19
1.3 98
1.4000000000000001 164
1.5000000000000002 219
1.6000000000000003 224
1.7000000000000004 174
1.8000000000000005 160
1.9000000000000006 173
2.0000000000000004 186
2.1000000000000005 167
2.2000000000000006 84
2.3000000000000007 30
2.400000000000001 -1
2.500000000000001 -12
2.600000000000001 -9
2.700000000000001 0
2.800000000000001 4
2.9000000000000012 -1
3.0000000000000013 -6
3.1000000000000014 13
3.2000000000000015 93
3.3000000000000016 167
3.4000000000000017 205
3.5000000000000018 202
3.600000000000002 180
3.700000000000002 173
3.800000000000002 176
3.900000000000002 183
